     1 1.272915E-11 1.098836E-04 3.580667E-02 0.000000E+00
     2 1.376940E-11 9.964173E-05 2.954995E-02 0.000000E+00
     3 9.016366E-12 9.113288E-05 3.001385E-02 0.000000E+00
     4 1.025947E-11 9.075469E-05 3.028501E-02 0.000000E+00
     5 1.108113E-11 9.127944E-05 3.006385E-02 0.000000E+00
     6 9.424814E-12 9.009323E-05 2.663622E-02 0.000000E+00
     7 1.685690E-11 8.973276E-05 2.535405E-02 0.000000E+00
     8 8.951350E-12 8.924018E-05 3.176966E-02 0.000000E+00
     9 8.074715E-12 8.768545E-05 3.315169E-02 0.000000E+00
    10 7.959733E-12 8.750917E-05 3.032486E-02 0.000000E+00
    11 7.237355E-12 8.759045E-05 4.609307E-02 0.000000E+00
    12 1.020000E-11 8.701626E-05 3.168057E-02 0.000000E+00
    13 1.115734E-11 8.578539E-05 2.814549E-02 0.000000E+00
    14 1.260774E-11 8.513666E-05 3.719033E-02 0.000000E+00
    15 7.089338E-12 8.644023E-05 3.337818E-02 0.000000E+00
    16 6.998444E-12 8.481528E-05 3.092820E-02 0.000000E+00
    17 6.302587E-12 8.375490E-05 2.985379E-02 0.000000E+00
    18 5.162447E-12 8.228270E-05 3.490147E-02 0.000000E+00
    19 8.112247E-12 8.220868E-05 3.808250E-02 0.000000E+00
    20 5.203054E-12 8.269217E-05 3.687448E-02 0.000000E+00
    21 9.912455E-12 8.358858E-05 3.251135E-02 0.000000E+00
    22 7.807356E-12 8.214261E-05 3.043150E-02 0.000000E+00
    23 7.193537E-12 8.165559E-05 3.917204E-02 0.000000E+00
    24 5.927863E-12 8.244330E-05 3.288970E-02 0.000000E+00
    25 8.843985E-12 8.135230E-05 3.458709E-02 0.000000E+00
    26 7.455528E-12 8.149397E-05 3.359980E-02 0.000000E+00
    27 4.877286E-12 8.201322E-05 3.275701E-02 0.000000E+00
    28 9.214212E-12 8.124456E-05 3.560850E-02 0.000000E+00
    29 6.119377E-12 8.000496E-05 2.978935E-02 0.000000E+00
    30 1.015022E-11 7.987430E-05 3.379540E-02 0.000000E+00
    31 5.699963E-12 7.975277E-05 3.541411E-02 0.000000E+00
    32 5.547036E-12 7.962013E-05 3.344035E-02 0.000000E+00
    33 6.063767E-12 7.827485E-05 3.164102E-02 0.000000E+00
    34 5.626872E-12 7.847568E-05 2.836180E-02 0.000000E+00
    35 5.540383E-12 7.800455E-05 3.328642E-02 0.000000E+00
    36 5.415445E-12 7.921796E-05 3.647057E-02 0.000000E+00
    37 4.478061E-12 7.834265E-05 2.462020E-02 0.000000E+00
    38 3.278182E-12 7.689776E-05 3.575198E-02 0.000000E+00
    39 6.239039E-12 7.745301E-05 3.375613E-02 0.000000E+00
    40 6.316352E-12 7.765441E-05 3.149748E-02 0.000000E+00
    41 8.667657E-12 7.693273E-05 3.415457E-02 0.000000E+00
    42 5.238200E-12 7.812479E-05 2.957076E-02 0.000000E+00
    43 5.023928E-12 7.762036E-05 2.922544E-02 0.000000E+00
    44 7.457776E-12 7.679304E-05 2.860890E-02 0.000000E+00
    45 5.970855E-12 7.632875E-05 3.193812E-02 0.000000E+00
    46 5.145884E-12 7.631741E-05 3.624550E-02 0.000000E+00
    47 4.604422E-12 7.712568E-05 3.389998E-02 0.000000E+00
    48 6.046883E-12 7.516862E-05 3.557593E-02 0.000000E+00
    49 5.996503E-12 7.603876E-05 3.439954E-02 0.000000E+00
    50 5.004886E-12 7.498421E-05 3.197032E-02 0.000000E+00
    51 6.188752E-12 7.518849E-05 3.069984E-02 0.000000E+00
    52 4.805067E-12 7.596168E-05 3.449438E-02 0.000000E+00
    53 8.306285E-12 7.509803E-05 4.291522E-02 0.000000E+00
    54 7.309942E-12 7.518862E-05 3.369406E-02 0.000000E+00
    55 4.910964E-12 7.579907E-05 3.590926E-02 0.000000E+00
    56 9.157318E-12 7.501975E-05 3.206293E-02 0.000000E+00
    57 8.182310E-12 7.527276E-05 3.275978E-02 0.000000E+00
    58 5.302894E-12 7.575708E-05 3.069356E-02 0.000000E+00
    59 4.855033E-12 7.457510E-05 3.618916E-02 0.000000E+00
    60 4.773408E-12 7.506728E-05 3.677001E-02 0.000000E+00
    61 5.166072E-12 7.356013E-05 3.479195E-02 0.000000E+00
    62 6.991883E-12 7.457980E-05 3.926456E-02 0.000000E+00
    63 7.175781E-12 7.386226E-05 3.571623E-02 0.000000E+00
    64 6.383203E-12 7.474732E-05 3.293945E-02 0.000000E+00
    65 7.970974E-12 7.407233E-05 3.182265E-02 0.000000E+00
    66 5.912263E-12 7.330203E-05 3.554204E-02 0.000000E+00
